WHC -- Worker xxxxhiring country,WES -- Status,WSS -- Worker citizenship status,WNY -- Worker Nationality,WRP -- Does worker require permit,WPT -- Permit Type,WAWP -- Worker has an active work permit,WMLE -- Worker has multiple employers,WFN -- Worker first name,WLN -- Worker last name,WFNA -- Worker first name in alternate language,WLNA -- Worker last name in alternate language,WEL -- Worker email,WJT -- Worker job title,WJTA -- Worker job title in alternate language,WJD -- Worker job description,WJDA -- Worker job description in alternate language,WEID -- Worker employee internal ID,WMN -- Worker reporting manager name,WMR -- Worker reporting manager role,WME -- Worker reporting manager email,WCT -- Worker contract type,WCXT -- Worker contract term,WSD -- Worker contract start date,WED -- Worker contract end date,WET -- Worker employment type,WFST -- Worker full time employment start time,WFET -- Worker full time employment end time,WHRW -- Worker hours per week,WTN -- Worker termination notice period,WTNU -- Worker termination notice unit,WCW -- Do you allow AYP to contact worker,WPA -- Worker workplace address is,WAO -- Eligible for additional income,WAD -- Additional income description,WPO -- Eligible for paid expenses,WPD -- Paid expenses description,WOO -- Entitled to overtime,WOD -- Overtime description,WSDMO -- Worker monday schedule,WSDTU -- Worker tuesday schedule,WSDWE -- Worker wednesday schedule,WSDTH -- Worker thursday schedule,WSDFR -- Worker friday schedule,WSDSA -- Worker saturday schedule,WSDSU -- Worker sunday schedule,WIO -- Eligible for insurance,WIS -- Insurance selection,WPPD -- Probation period,WPPU -- Probation period unit,WPLD -- Paid time off (days),WSTD -- Sick time off (days) ,DCC -- Dialing code for contact number,WNUM -- Worker contact number,WDOB -- Worker date of birth,WGEN -- Worker gender,WMAR -- Worker marital status,WND -- Worker number of dependents,WRG -- Worker religion,WRC -- Worker race,WID -- Worker national ID,WNI -- Worker national ID issue date,WNII -- Worker national ID place of issue,WNIIA -- Worker national id place of issue in alternate language,WPN -- Worker passport number,WPID -- Worker passport issued date,WPII -- Worker passport place of issue,WPIIA -- Worker passport place of issue in alternate language,WAL -- Worker address line,WAC -- Worker address city,WAS -- Worker address state,WPC -- Worker address postal code,WALA -- Worker address line in alternate language,WACA -- Worker address city in alternate language,WASA -- Worker address state in alternate language,WPCA -- Worker address postal code in alternate language,WEN -- Worker emergency contact name,WER -- Worker emergency contact relationship,DCE -- Dialing code for emergency contact number,WEC -- Worker emergency contact number,WLP -- Worker latest permit ID,WPI -- Worker latest permit issued date,WPP -- Worker latest permit place of issue,WPPA -- Worker latest permit place of issue in alternate language,WCSR -- Worker payment currency,WSPH -- Worker salary per hour,WSPM -- Worker salary per month,WSPB -- Worker salary payable date of the month,WPYM -- Worker payment option,WSPP -- Worker payment schedule,WTD -- Worker termination date,WLPD -- Worker last payment date,WTXI -- Worker Tax ID,WXR -- Worker qualification for tax residency,WMPF -- Worker MPF ID (Country specific),WBB -- Worker bank beneficiary name,WBA -- Worker bank account number,WBN -- Worker bank name,WBC -- Worker bank code,WBS -- Worker bank SWIFT/BIC code,WBI -- Worker IBAN code,ECSD -- Employer contract sign date,WCSD -- Worker contract sign date
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0030,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 29 months, 2023-04-41, 2024-04-40,FULL_TIME -- Full Time,11:00:00,19:30:00,66,116,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,86,DAY -- Day,20000026,300026,,, 1999-01-56,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432470, 2023-02-38,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2526,400026,54,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-40, 2024-04-40,HKB3243270,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3271,, 2023-04-41,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0031,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 30 months, 2023-04-42, 2024-04-41,FULL_TIME -- Full Time,12:00:00,20:30:00,67,117,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,87,DAY -- Day,20000027,300027,,, 1999-01-57,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432471, 2023-02-39,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2527,400027,55,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-41, 2024-04-41,HKB3243271,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3272,, 2023-04-42,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0032,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 31 months, 2023-04-43, 2024-04-42,FULL_TIME -- Full Time,13:00:00,21:30:00,68,118,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,88,DAY -- Day,20000028,300028,,, 1999-01-58,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432472, 2023-02-40,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2528,400028,56,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-42, 2024-04-42,HKB3243272,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3273,, 2023-04-43,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0033,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 32 months, 2023-04-44, 2024-04-43,FULL_TIME -- Full Time,14:00:00,22:30:00,69,119,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,89,DAY -- Day,20000029,300029,,, 1999-01-59,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432473, 2023-02-41,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2529,400029,57,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-43, 2024-04-43,HKB3243273,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3274,, 2023-04-44,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0034,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 33 months, 2023-04-45, 2024-04-44,FULL_TIME -- Full Time,15:00:00,23:30:00,70,120,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,90,DAY -- Day,20000030,300030,,, 1999-01-60,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432474, 2023-02-42,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2530,400030,58,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-44, 2024-04-44,HKB3243274,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3275,, 2023-04-45,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0035,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 34 months, 2023-04-46, 2024-04-45,FULL_TIME -- Full Time,16:00:00,0:30:00,71,121,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,91,DAY -- Day,20000031,300031,,, 1999-01-61,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432475, 2023-02-43,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2531,400031,59,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-45, 2024-04-45,HKB3243275,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3276,, 2023-04-46,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0036,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 35 months, 2023-04-47, 2024-04-46,FULL_TIME -- Full Time,17:00:00,1:30:00,72,122,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,92,DAY -- Day,20000032,300032,,, 1999-01-62,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432476, 2023-02-44,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2532,400032,60,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-46, 2024-04-46,HKB3243276,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3277,, 2023-04-47,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0037,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 36 months, 2023-04-48, 2024-04-47,FULL_TIME -- Full Time,18:00:00,2:30:00,73,123,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,93,DAY -- Day,20000033,300033,,, 1999-01-63,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432477, 2023-02-45,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2533,400033,61,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-47, 2024-04-47,HKB3243277,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3278,, 2023-04-48,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0038,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 37 months, 2023-04-49, 2024-04-48,FULL_TIME -- Full Time,19:00:00,3:30:00,74,124,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,94,DAY -- Day,20000034,300034,,, 1999-01-64,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432478, 2023-02-46,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2534,400034,62,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-48, 2024-04-48,HKB3243278,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3279,, 2023-04-49,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0039,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 38 months, 2023-04-50, 2024-04-49,FULL_TIME -- Full Time,20:00:00,4:30:00,75,125,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,95,DAY -- Day,20000035,300035,,, 1999-01-65,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432479, 2023-02-47,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2535,400035,63,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-49, 2024-04-49,HKB3243279,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3280,, 2023-04-50,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0040,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 39 months, 2023-04-51, 2024-04-50,FULL_TIME -- Full Time,21:00:00,5:30:00,76,126,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,96,DAY -- Day,20000036,300036,,, 1999-01-66,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432480, 2023-02-48,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2536,400036,64,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-50, 2024-04-50,HKB3243280,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3281,, 2023-04-51,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0041,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 40 months, 2023-04-52, 2024-04-51,FULL_TIME -- Full Time,22:00:00,6:30:00,77,127,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,97,DAY -- Day,20000037,300037,,, 1999-01-67,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432481, 2023-02-49,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2537,400037,65,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-51, 2024-04-51,HKB3243281,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3282,, 2023-04-52,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0042,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 41 months, 2023-04-53, 2024-04-52,FULL_TIME -- Full Time,23:00:00,7:30:00,78,128,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,98,DAY -- Day,20000038,300038,,, 1999-01-68,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432482, 2023-02-50,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2538,400038,66,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-52, 2024-04-52,HKB3243282,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3283,, 2023-04-53,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0043,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 42 months, 2023-04-54, 2024-04-53,FULL_TIME -- Full Time,0:00:00,8:30:00,79,129,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,99,DAY -- Day,20000039,300039,,, 1999-01-69,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432483, 2023-02-51,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2539,400039,67,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-53, 2024-04-53,HKB3243283,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3284,, 2023-04-54,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0044,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 43 months, 2023-04-55, 2024-04-54,FULL_TIME -- Full Time,1:00:00,9:30:00,80,130,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,100,DAY -- Day,20000040,300040,,, 1999-01-70,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432484, 2023-02-52,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2540,400040,68,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-54, 2024-04-54,HKB3243284,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3285,, 2023-04-55,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0045,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 44 months, 2023-04-56, 2024-04-55,FULL_TIME -- Full Time,2:00:00,10:30:00,81,131,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,101,DAY -- Day,20000041,300041,,, 1999-01-71,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432485, 2023-02-53,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2541,400041,69,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-55, 2024-04-55,HKB3243285,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3286,, 2023-04-56,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0046,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 45 months, 2023-04-57, 2024-04-56,FULL_TIME -- Full Time,3:00:00,11:30:00,82,132,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,102,DAY -- Day,20000042,300042,,, 1999-01-72,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432486, 2023-02-54,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2542,400042,70,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-56, 2024-04-56,HKB3243286,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3287,, 2023-04-57,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0047,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 46 months, 2023-04-58, 2024-04-57,FULL_TIME -- Full Time,4:00:00,12:30:00,83,133,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,103,DAY -- Day,20000043,300043,,, 1999-01-73,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432487, 2023-02-55,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2543,400043,71,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-57, 2024-04-57,HKB3243287,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3288,, 2023-04-58,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0048,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 47 months, 2023-04-59, 2024-04-58,FULL_TIME -- Full Time,5:00:00,13:30:00,84,134,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,104,DAY -- Day,20000044,300044,,, 1999-01-74,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432488, 2023-02-56,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2544,400044,72,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-58, 2024-04-58,HKB3243288,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3289,, 2023-04-59,
